"Gender","Nationality","PlaceofBirth","StageID","GradeID","SectionID","Topic","Semester","Relation","ParentAnswerSurvey","ParentSchoolSatisfy","StudentAbsentDays","Class","RaisedHands","VisitedResources","ViewAnnouncements","Discussion"
"402","female","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",12,44,25,39
"403","female","Morocco","Morocco","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",72,65,73,66
"404","female","Iraq","Iraq","PrimarySchool","G-02","B","Arabic","Semester-1","Mother","Yes","Good","Under-7","HighLevel",89,92,40,28
"405","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-1","Mother","Yes","Good","Under-7","HighLevel",72,98,52,15
"406","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Under-7","HighLevel",24,97,15,14
"407","female","Jordan","Jordan","MiddleSchool","G-07","A","Biology","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",90,88,54,12
"408","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Under-7","HighLevel",14,97,15,14
"409","female","Kuwait","USA","HighSchool","G-11","A","Quran","Semester-2","Mother","Yes","Good","Under-7","HighLevel",70,80,95,70
"410","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Under-7","HighLevel",24,97,15,14
"411","female","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",12,44,25,39
"412","female","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Under-7","HighLevel",85,99,42,90
"413","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",80,42,33,13
"414","male","Kuwait","Kuwait","PrimarySchool","G-02","C","IT","Semester-1","Mother","No","Bad","Above-7","LowLevel",0,4,8,30
"415","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-1","Mother","No","Good","Under-7","MiddleLevel",10,90,30,21
"416","male","Kuwait","Kuwait","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",30,12,29,23
"417","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Above-7","MiddleLevel",85,87,72,10
"418","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","No","Good","Under-7","HighLevel",95,94,72,80
"419","female","SaudiArabia","SaudiArabia","MiddleSchool","G-08","B","Arabic","Semester-2","Mother","Yes","Bad","Above-7","HighLevel",72,51,42,24
"420","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Spanish","Semester-2","Mother","Yes","Good","Under-7","HighLevel",72,83,12,90
"421","male","Lybia","Lybia","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,7,12,7
"422","male","Egypt","Egypt","MiddleSchool","G-07","B","Science","Semester-2","Mother","Yes","Good","Under-7","HighLevel",92,80,88,76
"423","female","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",12,44,25,39
"424","male","Jordan","Jordan","MiddleSchool","G-08","A","History","Semester-1","Mother","Yes","Good","Under-7","HighLevel",87,92,74,89
"425","male","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",40,51,20,33
"426","male","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-1","Mother","Yes","Good","Under-7","HighLevel",65,59,74,83
"427","female","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",12,44,25,39
"428","male","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",77,82,74,79
"429","female","Syria","Syria","MiddleSchool","G-07","A","Biology","Semester-2","Mother","Yes","Good","Under-7","HighLevel",80,91,87,72
"430","female","Kuwait","Kuwait","PrimarySchool","G-02","C","IT","Semester-1","Mother","Yes","Good","Above-7","MiddleLevel",77,80,12,19
"431","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Under-7","HighLevel",13,82,20,30
"432","female","Jordan","Jordan","MiddleSchool","G-07","B","Biology","Semester-2","Mother","No","Good","Under-7","HighLevel",59,90,19,43
"433","female","SaudiArabia","SaudiArabia","MiddleSchool","G-08","B","Arabic","Semester-2","Mother","Yes","Bad","Above-7","HighLevel",72,51,42,24
"434","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Good","Under-7","HighLevel",75,71,72,53
"435","male","Palestine","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","Yes","Good","Under-7","HighLevel",72,21,22,26
"436","female","USA","USA","HighSchool","G-12","A","English","Semester-1","Mother","Yes","Good","Under-7","HighLevel",65,75,23,80
"437","male","Jordan","Jordan","PrimarySchool","G-02","B","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",20,77,31,88
"438","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Under-7","HighLevel",13,82,20,30
"439","male","Kuwait","Kuwait","MiddleSchool","G-07","B","IT","Semester-1","Mother","Yes","Good","Under-7","HighLevel",70,50,40,99
"440","male","Egypt","Egypt","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Above-7","LowLevel",5,13,6,6
"441","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","No","Good","Under-7","HighLevel",95,94,72,80
"442","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Under-7","MiddleLevel",25,80,29,23
"443","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Under-7","HighLevel",13,82,20,30
"444","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",50,95,23,10
"445","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-2","Mother","No","Good","Under-7","HighLevel",97,87,82,86
"446","female","SaudiArabia","SaudiArabia","MiddleSchool","G-08","B","Arabic","Semester-2","Mother","Yes","Bad","Above-7","HighLevel",72,51,42,24
"447","female","USA","USA","HighSchool","G-12","A","IT","Semester-1","Mother","Yes","Good","Under-7","HighLevel",70,69,35,30
"448","female","Palestine","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Under-7","MiddleLevel",75,80,15,20
"449","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Above-7","MiddleLevel",80,80,62,11
"450","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",85,75,62,53
"451","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",85,15,22,53
"452","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Under-7","MiddleLevel",25,80,29,23
"453","male","Kuwait","Kuwait","MiddleSchool","G-07","B","IT","Semester-1","Mother","Yes","Good","Under-7","HighLevel",70,50,40,99
"454","male","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",40,51,20,33
"455","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",85,75,62,53
"456","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Above-7","MiddleLevel",80,80,62,11
"457","male","Kuwait","Kuwait","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",51,82,53,43
"458","male","Iran","Iran","MiddleSchool","G-08","C","Spanish","Semester-2","Mother","Yes","Bad","Above-7","MiddleLevel",27,41,32,61
"459","male","Lybia","Lybia","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,4,12,7
"460","male","Kuwait","Kuwait","MiddleSchool","G-07","B","IT","Semester-1","Mother","Yes","Good","Under-7","HighLevel",70,50,40,99
"461","male","Syria","Syria","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Above-7","LowLevel",20,52,23,33
"462","male","Jordan","SaudiArabia","PrimarySchool","G-02","B","Arabic","Semester-1","Mother","No","Good","Above-7","LowLevel",4,10,11,7
"463","male","Morocco","Morocco","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",81,75,62,53
"464","female","Jordan","Jordan","MiddleSchool","G-07","B","Biology","Semester-1","Mother","No","Good","Under-7","HighLevel",70,89,12,21
"465","female","Jordan","Lebanon","PrimarySchool","G-04","B","Science","Semester-2","Mother","Yes","Good","Under-7","HighLevel",72,84,89,89
"466","male","Iraq","Iraq","PrimarySchool","G-02","B","Arabic","Semester-2","Mother","Yes","Good","Under-7","HighLevel",70,83,29,33
"467","female","Jordan","Jordan","PrimarySchool","G-04","A","Science","Semester-2","Mother","No","Good","Under-7","HighLevel",72,74,82,89
"468","female","Kuwait","USA","HighSchool","G-11","A","Quran","Semester-2","Mother","Yes","Good","Under-7","HighLevel",70,80,95,70
"469","female","Palestine","Jordan","PrimarySchool","G-02","A","French","Semester-1","Mother","No","Good","Under-7","MiddleLevel",70,90,20,21
"470","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-1","Mother","Yes","Good","Under-7","HighLevel",60,97,13,3
"471","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Above-7","LowLevel",75,72,64,39
"472","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",70,82,75,29
"473","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",75,90,51,17
"474","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",75,90,51,17
"475","female","Palestine","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Under-7","MiddleLevel",75,80,15,20
"476","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Under-7","HighLevel",14,97,15,14
"477","female","Lybia","Lybia","MiddleSchool","G-07","B","Biology","Semester-1","Mother","No","Good","Above-7","LowLevel",10,9,2,1
"478","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Under-7","HighLevel",14,97,15,14
"479","female","Jordan","Jordan","MiddleSchool","G-07","B","Science","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",32,80,58,46
"480","female","Kuwait","USA","HighSchool","G-11","A","Quran","Semester-1","Mother","No","Bad","Under-7","MiddleLevel",60,80,50,40
